Image 1: Path,Image 2: Path,Similarity Score
/home/pravindra.cse22.itbhu/projects/pig-images/Pig_21/frame_0325_crop_0.jpg,/home/pravindra.cse22.itbhu/projects/pig-images/Pig_21/frame_0171_crop_0.jpg,0.06575637310743332
/home/pravindra.cse22.itbhu/projects/pig-images/Pig_15/frame_0204_crop_0.jpg,/home/pravindra.cse22.itbhu/projects/pig-images/Pig_15/frame_0426_crop_2.jpg,0.18748697638511658
/home/pravindra.cse22.itbhu/projects/pig-images/Pig_15/frame_0573_crop_0.jpg,/home/pravindra.cse22.itbhu/projects/pig-images/Pig_15/frame_0190_crop_0.jpg,0.2946625351905823
/home/pravindra.cse22.itbhu/projects/pig-images/Pig_21/frame_0588_crop_0.jpg,/home/pravindra.cse22.itbhu/projects/pig-images/Pig_21/frame_0444_crop_0.jpg,0.1007998138666153
/home/pravindra.cse22.itbhu/projects/pig-images/Pig_07/frame_0422_crop_0.jpg,/home/pravindra.cse22.itbhu/projects/pig-images/Pig_07/frame_0109_crop_0.jpg,0.18865543603897095
/home/pravindra.cse22.itbhu/projects/pig-images/Pig_27/frame_0475_crop_0.jpg,/home/pravindra.cse22.itbhu/projects/pig-images/Pig_27/frame_0135_crop_0.jpg,0.006312869489192963
/home/pravindra.cse22.itbhu/projects/pig-images/Pig_21/frame_0435_crop_0.jpg,/home/pravindra.cse22.itbhu/projects/pig-images/Pig_21/frame_0582_crop_0.jpg,0.15222936868667603
/home/pravindra.cse22.itbhu/projects/pig-images/Pig_15/frame_0227_crop_0.jpg,/home/pravindra.cse22.itbhu/projects/pig-images/Pig_15/frame_0437_crop_1.jpg,0.04663731902837753
/home/pravindra.cse22.itbhu/projects/pig-images/Pig_07/frame_0100_crop_0.jpg,/home/pravindra.cse22.itbhu/projects/pig-images/Pig_07/frame_0422_crop_0.jpg,0.2012721598148346
/home/pravindra.cse22.itbhu/projects/pig-images/Pig_21/frame_0539_crop_0.jpg,/home/pravindra.cse22.itbhu/projects/pig-images/Pig_21/frame_0573_crop_0.jpg,-0.09797356277704239
/home/pravindra.cse22.itbhu/projects/pig-images/Pig_19/frame_0379_crop_0.jpg,/home/pravindra.cse22.itbhu/projects/pig-images/Pig_19/frame_0506_crop_0.jpg,0.02106904238462448
/home/pravindra.cse22.itbhu/projects/pig-images/Pig_19/frame_0506_crop_0.jpg,/home/pravindra.cse22.itbhu/projects/pig-images/Pig_19/frame_0384_crop_0.jpg,0.20455016195774078
/home/pravindra.cse22.itbhu/projects/pig-images/Pig_27/frame_0473_crop_0.jpg,/home/pravindra.cse22.itbhu/projects/pig-images/Pig_27/frame_0135_crop_0.jpg,0.2367454171180725
/home/pravindra.cse22.itbhu/projects/pig-images/Pig_21/frame_0497_crop_0.jpg,/home/pravindra.cse22.itbhu/projects/pig-images/Pig_21/frame_0529_crop_0.jpg,0.001234244555234909
/home/pravindra.cse22.itbhu/projects/pig-images/Pig_27/frame_0473_crop_0.jpg,/home/pravindra.cse22.itbhu/projects/pig-images/Pig_27/frame_0134_crop_0.jpg,0.15151485800743103
/home/pravindra.cse22.itbhu/projects/pig-images/Pig_08/frame_0189_crop_0.jpg,/home/pravindra.cse22.itbhu/projects/pig-images/Pig_08/frame_0490_crop_0.jpg,0.14597737789154053
/home/pravindra.cse22.itbhu/projects/pig-images/Pig_19/frame_0487_crop_0.jpg,/home/pravindra.cse22.itbhu/projects/pig-images/Pig_19/frame_0327_crop_0.jpg,0.3144507110118866
/home/pravindra.cse22.itbhu/projects/pig-images/Pig_16/frame_0164_crop_0.jpg,/home/pravindra.cse22.itbhu/projects/pig-images/Pig_16/frame_0345_crop_0.jpg,-0.011363021098077297
/home/pravindra.cse22.itbhu/projects/pig-images/Pig_07/frame_0389_crop_0.jpg,/home/pravindra.cse22.itbhu/projects/pig-images/Pig_07/frame_0565_crop_0.jpg,0.3059224486351013
/home/pravindra.cse22.itbhu/projects/pig-images/Pig_08/frame_0197_crop_0.jpg,/home/pravindra.cse22.itbhu/projects/pig-images/Pig_08/frame_0390_crop_0.jpg,0.2749020457267761
/home/pravindra.cse22.itbhu/projects/pig-images/Pig_07/frame_0590_crop_0.jpg,/home/pravindra.cse22.itbhu/projects/pig-images/Pig_07/frame_0096_crop_0.jpg,0.29606184363365173
/home/pravindra.cse22.itbhu/projects/pig-images/Pig_30/cropped_frame_0244_0.jpg,/home/pravindra.cse22.itbhu/projects/pig-images/Pig_30/cropped_frame_0123_0.jpg,0.07974670827388763
/home/pravindra.cse22.itbhu/projects/pig-images/Pig_27/frame_0134_crop_0.jpg,/home/pravindra.cse22.itbhu/projects/pig-images/Pig_27/frame_0507_crop_0.jpg,-0.23165985941886902
/home/pravindra.cse22.itbhu/projects/pig-images/Pig_27/frame_0278_crop_1.jpg,/home/pravindra.cse22.itbhu/projects/pig-images/Pig_27/frame_0493_crop_0.jpg,0.317374587059021
/home/pravindra.cse22.itbhu/projects/pig-images/Pig_15/frame_0087_crop_0.jpg,/home/pravindra.cse22.itbhu/projects/pig-images/Pig_15/frame_0471_crop_0.jpg,0.17375211417675018
/home/pravindra.cse22.itbhu/projects/pig-images/Pig_15/frame_0062_crop_0.jpg,/home/pravindra.cse22.itbhu/projects/pig-images/Pig_15/frame_0593_crop_0.jpg,0.12342376261949539
/home/pravindra.cse22.itbhu/projects/pig-images/Pig_08/frame_0194_crop_0.jpg,/home/pravindra.cse22.itbhu/projects/pig-images/Pig_08/frame_0461_crop_0.jpg,0.31668975949287415
