Image 1: Path,Image 2: Path,Similarity Score
/home/pravindra.cse22.itbhu/projects/pig-images/Pig_21/frame_0366_crop_0.jpg,/home/pravindra.cse22.itbhu/projects/pig-images/Pig_30/cropped_frame_0595_0.jpg,0.659381091594696
/home/pravindra.cse22.itbhu/projects/pig-images/Pig_07/frame_0588_crop_0.jpg,/home/pravindra.cse22.itbhu/projects/pig-images/Pig_15/frame_0421_crop_0.jpg,0.8479046821594238
/home/pravindra.cse22.itbhu/projects/pig-images/Pig_06/frame_0312_crop_0.jpg,/home/pravindra.cse22.itbhu/projects/pig-images/Pig_15/frame_0235_crop_0.jpg,0.7370327711105347
/home/pravindra.cse22.itbhu/projects/pig-images/Pig_26/frame_0342_crop_0.jpg,/home/pravindra.cse22.itbhu/projects/pig-images/Pig_27/frame_0483_crop_0.jpg,0.4940805435180664
/home/pravindra.cse22.itbhu/projects/pig-images/Pig_18/frame_0337_crop_0.jpg,/home/pravindra.cse22.itbhu/projects/pig-images/Pig_20/frame_0416_crop_0.jpg,0.6365282535552979
/home/pravindra.cse22.itbhu/projects/pig-images/Pig_08/frame_0462_crop_0.jpg,/home/pravindra.cse22.itbhu/projects/pig-images/Pig_27/frame_0388_crop_0.jpg,0.4377278685569763
/home/pravindra.cse22.itbhu/projects/pig-images/Pig_22/frame_0296_crop_0.jpg,/home/pravindra.cse22.itbhu/projects/pig-images/Pig_27/frame_0385_crop_0.jpg,0.3947541117668152
/home/pravindra.cse22.itbhu/projects/pig-images/Pig_07/frame_0499_crop_0.jpg,/home/pravindra.cse22.itbhu/projects/pig-images/Pig_21/frame_0511_crop_0.jpg,0.6337164044380188
/home/pravindra.cse22.itbhu/projects/pig-images/Pig_18/frame_0482_crop_0.jpg,/home/pravindra.cse22.itbhu/projects/pig-images/Pig_27/frame_0372_crop_1.jpg,0.5415711998939514
/home/pravindra.cse22.itbhu/projects/pig-images/Pig_09/frame_0148_crop_0.jpg,/home/pravindra.cse22.itbhu/projects/pig-images/Pig_21/frame_0134_crop_0.jpg,0.424572616815567
/home/pravindra.cse22.itbhu/projects/pig-images/Pig_28/frame_0123_crop_0.jpg,/home/pravindra.cse22.itbhu/projects/pig-images/Pig_15/frame_0176_crop_0.jpg,0.4906895160675049
/home/pravindra.cse22.itbhu/projects/pig-images/Pig_27/frame_0507_crop_0.jpg,/home/pravindra.cse22.itbhu/projects/pig-images/Pig_30/cropped_frame_0101_0.jpg,0.5053474307060242
/home/pravindra.cse22.itbhu/projects/pig-images/Pig_08/frame_0582_crop_0.jpg,/home/pravindra.cse22.itbhu/projects/pig-images/Pig_15/frame_0235_crop_0.jpg,0.4080323576927185
/home/pravindra.cse22.itbhu/projects/pig-images/Pig_10/frame_0119_crop_0.jpg,/home/pravindra.cse22.itbhu/projects/pig-images/Pig_18/frame_0549_crop_0.jpg,0.3942168951034546
/home/pravindra.cse22.itbhu/projects/pig-images/Pig_08/frame_0453_crop_0.jpg,/home/pravindra.cse22.itbhu/projects/pig-images/Pig_15/frame_0266_crop_0.jpg,0.7272000312805176
/home/pravindra.cse22.itbhu/projects/pig-images/Pig_07/frame_0562_crop_0.jpg,/home/pravindra.cse22.itbhu/projects/pig-images/Pig_21/frame_0409_crop_0.jpg,0.46675920486450195
/home/pravindra.cse22.itbhu/projects/pig-images/Pig_07/frame_0575_crop_0.jpg,/home/pravindra.cse22.itbhu/projects/pig-images/Pig_30/cropped_frame_0494_0.jpg,0.5906704068183899
/home/pravindra.cse22.itbhu/projects/pig-images/Pig_12/frame_0541_crop_0.jpg,/home/pravindra.cse22.itbhu/projects/pig-images/Pig_07/frame_0581_crop_0.jpg,0.5448930263519287
/home/pravindra.cse22.itbhu/projects/pig-images/Pig_28/frame_0482_crop_0.jpg,/home/pravindra.cse22.itbhu/projects/pig-images/Pig_11/frame_0498_crop_0.jpg,0.6859559416770935
/home/pravindra.cse22.itbhu/projects/pig-images/Pig_21/frame_0490_crop_0.jpg,/home/pravindra.cse22.itbhu/projects/pig-images/Pig_27/frame_0479_crop_0.jpg,0.5953193306922913
/home/pravindra.cse22.itbhu/projects/pig-images/Pig_03/frame_0595_crop_0.jpg,/home/pravindra.cse22.itbhu/projects/pig-images/Pig_17/frame_0516_crop_0.jpg,0.47869956493377686
